id,sentence,has_idiom,idiom_text,emotion,idiom_meaning,annotator_1,annotator_2,annotator_3
5877,The microfiber cloth absorbs water well.,0,,,,non_idiom,non_idiom,non_idiom
5878,The car's cabin lights came on when the door was opened.,0,,,,non_idiom,non_idiom,non_idiom
5879,The rivet pliers are used to install rivets.,0,,,,non_idiom,non_idiom,non_idiom
5880,The water from boiling the meat becomes stock.,0,,,,non_idiom,non_idiom,non_idiom
5881,The swimming goggles have rubber that fits around the head.,0,,,,non_idiom,non_idiom,non_idiom
5882,The vanilla powder is added a little to the cake batter.,0,,,,non_idiom,non_idiom,non_idiom
5883,The mountain bike uses coarse-tread tires.,0,,,,non_idiom,non_idiom,non_idiom
5884,The marble paper is used for book covers.,0,,,,non_idiom,non_idiom,non_idiom
5885,The water pump sucks water from the well.,0,,,,non_idiom,non_idiom,non_idiom
5886,The leather shoelaces were shiny because they were coated with wax.,0,,,,non_idiom,non_idiom,non_idiom
5887,The fuse box is located under the car dashboard.,0,,,,non_idiom,non_idiom,non_idiom
5888,Soda water contains carbon dioxide gas.,0,,,,non_idiom,non_idiom,non_idiom
5889,The plywood saw has fine teeth for fine cuts.,0,,,,non_idiom,non_idiom,non_idiom
5890,The foundation brush was cleaned with baby shampoo.,0,,,,non_idiom,non_idiom,non_idiom
5891,The standard exhaust on the motorbike is still the original factory exhaust.,0,,,,non_idiom,non_idiom,non_idiom
5892,Lightweight bricks are easier to cut.,0,,,,non_idiom,non_idiom,non_idiom
5893,The screen printing ink is mixed with thinner oil.,0,,,,non_idiom,non_idiom,non_idiom
5894,The curry leaves are saut‚ed with the spices until fragrant.,0,,,,non_idiom,non_idiom,non_idiom
5895,The copper pipe is used for AC installation.,0,,,,non_idiom,non_idiom,non_idiom
5896,Hotel slippers are provided in each room.,0,,,,non_idiom,non_idiom,non_idiom
5897,The pregnancy test showed two blue lines.,0,,,,non_idiom,non_idiom,non_idiom
5898,The fishing line is one hundred meters long.,0,,,,non_idiom,non_idiom,non_idiom
5899,The morning sun shines on the earth.,0,,,,non_idiom,non_idiom,non_idiom
5900,I walked through the rubble of this building,0,,,,non_idiom,non_idiom,non_idiom
5901,Wild roses grow on the hillside,0,,,,non_idiom,non_idiom,non_idiom
5902,Grey uniforms are worn by thousands of students,0,,,,non_idiom,non_idiom,non_idiom
5903,I'm standing here under the blue sky.,0,,,,non_idiom,non_idiom,non_idiom
5904,The springs flow heavily in the rainy season.,0,,,,non_idiom,non_idiom,non_idiom
5905,The news of the death was broadcast on television.,0,,,,non_idiom,non_idiom,non_idiom
5906,I call your name on the shore.,0,,,,non_idiom,non_idiom,non_idiom
5907,The ship sailed away from the dock.,0,,,,non_idiom,non_idiom,non_idiom
5908,The city lights flash in the dark of night.,0,,,,non_idiom,non_idiom,non_idiom
5909,I want to make love in the car,0,,,,non_idiom,non_idiom,non_idiom
5910,Your hair is long and black and loose.,0,,,,non_idiom,non_idiom,non_idiom
5911,It's raining out there.,0,,,,non_idiom,non_idiom,non_idiom
5912,I'm lost in the jungle,0,,,,non_idiom,non_idiom,non_idiom
5913,Little stars shine in the blue sky.,0,,,,non_idiom,non_idiom,non_idiom
5914,A rainbow appears after the rain stops.,0,,,,non_idiom,non_idiom,non_idiom
5915,I saw my mother crying in the living room.,0,,,,non_idiom,non_idiom,non_idiom
5916,I wrote this letter under candlelight.,0,,,,non_idiom,non_idiom,non_idiom
5917,Flying beetles looking for honey in the garden,0,,,,non_idiom,non_idiom,non_idiom
5918,I hugged my mother's body tightly,0,,,,non_idiom,non_idiom,non_idiom
5919,My sun sets on the western horizon.,0,,,,non_idiom,non_idiom,non_idiom
5920,I sat on the edge of a flowing river.,0,,,,non_idiom,non_idiom,non_idiom
5921,Returned home at the end of the evening.,0,,,,non_idiom,non_idiom,non_idiom
5922,I let go of the wheel.,0,,,,non_idiom,non_idiom,non_idiom
5923,Seagulls fly over the waves.,0,,,,non_idiom,non_idiom,non_idiom
5924,My hand was injured by building debris.,0,,,,non_idiom,non_idiom,non_idiom
5925,I saw your face in the train,0,,,,non_idiom,non_idiom,non_idiom
5926,Coffee milk is served in the morning.,0,,,,non_idiom,non_idiom,non_idiom
5927,I heard the sound of a guitar in the next room.,0,,,,non_idiom,non_idiom,non_idiom
5928,Morning dew drips on the tips of the leaves,0,,,,non_idiom,non_idiom,non_idiom
5929,I walked on the old train tracks,0,,,,non_idiom,non_idiom,non_idiom
5930,Jakarta's sky is gray with pollution.,0,,,,non_idiom,non_idiom,non_idiom
5931,I waited for the bus at the bus stop alone.,0,,,,non_idiom,non_idiom,non_idiom
5932,Tree branches broken by strong winds,0,,,,non_idiom,non_idiom,non_idiom
5933,I read a poetry book in my boarding room.,0,,,,non_idiom,non_idiom,non_idiom
5934,The wound in your heart has not healed.,0,,,,non_idiom,non_idiom,non_idiom
5935,My tears fell on the pillow,0,,,,non_idiom,non_idiom,non_idiom
5936,I looked at your face from behind the window.,0,,,,non_idiom,non_idiom,non_idiom
5937,Waves break on the ocean reef.,0,,,,non_idiom,non_idiom,non_idiom
5938,I sing in the pouring rain.,0,,,,non_idiom,non_idiom,non_idiom
5939,I brought a rose for you,0,,,,non_idiom,non_idiom,non_idiom
5940,The two of us walked under the full moon.,0,,,,non_idiom,non_idiom,non_idiom
5941,I dream of a house on the edge of a rice field.,0,,,,non_idiom,non_idiom,non_idiom
5942,Street dust sticks to worn shoes,0,,,,non_idiom,non_idiom,non_idiom
5943,I wrote your name on the city wall.,0,,,,non_idiom,non_idiom,non_idiom
5944,White cotton flies in the textile factory.,0,,,,non_idiom,non_idiom,non_idiom
5945,I earn a living at the surprise market.,0,,,,non_idiom,non_idiom,non_idiom
5946,The red and white flag flies in the school yard,0,,,,non_idiom,non_idiom,non_idiom
5947,I painted the fence of the house blue.,0,,,,non_idiom,non_idiom,non_idiom
5948,Coconut trees grow on the beach.,0,,,,non_idiom,non_idiom,non_idiom
5949,I'll be there for you when the rain starts to fall.,0,,,,non_idiom,non_idiom,non_idiom
5950,"Yesterday, all my problems felt so far away",0,,,,non_idiom,non_idiom,non_idiom
5951,I trust I can fly,0,,,,non_idiom,non_idiom,non_idiom
5952,My heart will continue to beat,0,,,,non_idiom,non_idiom,non_idiom
5953,I am a slave for you,0,,,,non_idiom,non_idiom,non_idiom
5954,I kissed a girl and I happyd it.,0,,,,non_idiom,non_idiom,non_idiom
5955,We will rock you,0,,,,non_idiom,non_idiom,non_idiom
5956,I want to hold your hand.,0,,,,non_idiom,non_idiom,non_idiom
5957,Imagine there is no heaven.,0,,,,non_idiom,non_idiom,non_idiom
5958,I walk in the sun.,0,,,,non_idiom,non_idiom,non_idiom
5959,"happy a virgin, being touched for the first time.",0,,,,non_idiom,non_idiom,non_idiom
5960,I will always love you,0,,,,non_idiom,non_idiom,non_idiom
5961,"Darling, once again.",0,,,,non_idiom,non_idiom,non_idiom
5962,"I'm not a little girl, not a woman yet",0,,,,non_idiom,non_idiom,non_idiom
5963,Everyone is dancing now.,0,,,,non_idiom,non_idiom,non_idiom
5964,I'm hot and I know it.,0,,,,non_idiom,non_idiom,non_idiom
5965,What doesn't kill you makes you stronger,0,,,,non_idiom,non_idiom,non_idiom
5966,I'm on the highway to hell.,0,,,,non_idiom,non_idiom,non_idiom
5967,"We are the champions, my friends.",0,,,,non_idiom,non_idiom,non_idiom
5968,I come in happy a wrecking ball.,0,,,,non_idiom,non_idiom,non_idiom
5969,Let's start physical,0,,,,non_idiom,non_idiom,non_idiom
5970,I am every woman.,0,,,,non_idiom,non_idiom,non_idiom
5971,I am a barbie girl,0,,,,non_idiom,non_idiom,non_idiom
5972,Live with a prayer.,0,,,,non_idiom,non_idiom,non_idiom
5973,Sweet dreams are made of this,0,,,,non_idiom,non_idiom,non_idiom
5974,This drink brings all the men to the yard.,0,,,,non_idiom,non_idiom,non_idiom
5975,I'm too handsome for this shirt,0,,,,non_idiom,non_idiom,non_idiom
5976,I am a survivor,0,,,,non_idiom,non_idiom,non_idiom
5977,he happys my gaze,0,,,,non_idiom,non_idiom,non_idiom
5978,I want it happy that,0,,,,non_idiom,non_idiom,non_idiom
5979,goodbye friends,0,,,,non_idiom,non_idiom,non_idiom
5980,I am the number one maid,0,,,,non_idiom,non_idiom,non_idiom
5981,I'm sorry. I did it again,0,,,,non_idiom,non_idiom,non_idiom
5982,I'm not a perfect person.,0,,,,non_idiom,non_idiom,non_idiom
5983,Welcome to the forest.,0,,,,non_idiom,non_idiom,non_idiom
5984,I was born happy this.,0,,,,non_idiom,non_idiom,non_idiom
5985,his face is very flat,0,,,,non_idiom,non_idiom,non_idiom
5986,you just need to dance,0,,,,non_idiom,non_idiom,non_idiom
5987,his life is full of bad stories,0,,,,non_idiom,non_idiom,non_idiom
5988,"Joshua, the maker of sturdy wooden chairs",0,,,,non_idiom,non_idiom,non_idiom
5989,the phone has rung five times already,0,,,,non_idiom,non_idiom,non_idiom
5990,I'm on the edge of glory,0,,,,non_idiom,non_idiom,non_idiom
5991,you and me together forever,0,,,,non_idiom,non_idiom,non_idiom
5992,Daniel married her because of her looks,0,,,,non_idiom,non_idiom,non_idiom
5993,what camellia did was very bad,0,,,,non_idiom,non_idiom,non_idiom
5994,He doesn't want to listen to advice,0,,,,non_idiom,non_idiom,non_idiom
5995,his attitude is too free and wild,0,,,,non_idiom,non_idiom,non_idiom
5996,it's hard for me to reprimand him,0,,,,non_idiom,non_idiom,non_idiom
5997,Manda loves metal and rock songs even though she is a woman,0,,,,non_idiom,non_idiom,non_idiom
5998,her hair is happy a cat just after taking a bath in the pool,0,,,,non_idiom,non_idiom,non_idiom
5999,We both held hands on the beach,0,,,,non_idiom,non_idiom,non_idiom
6000,He said that he loves me.,0,,,,non_idiom,non_idiom,non_idiom
6001,Tonight I will not come to your house,0,,,,non_idiom,non_idiom,non_idiom
6002,I wrote a love letter for you,0,,,,non_idiom,non_idiom,non_idiom
6003,The stars shine in the night sky.,0,,,,non_idiom,non_idiom,non_idiom
6004,I hugged him tightly in the rain.,0,,,,non_idiom,non_idiom,non_idiom
6005,Our home is a place where we always feel comfortable and safe together.,0,,,,non_idiom,non_idiom,non_idiom
6006,Mother brought a glass of warm milk,0,,,,non_idiom,non_idiom,non_idiom
6007,I walked along the train tracks.,0,,,,non_idiom,non_idiom,non_idiom
6008,The morning sunlight entered my room.,0,,,,non_idiom,non_idiom,non_idiom
6009,I'm standing at a crossroads,0,,,,non_idiom,non_idiom,non_idiom
6010,Street dust stuck to my clothes,0,,,,non_idiom,non_idiom,non_idiom
6011,Seagulls fly over the ocean.,0,,,,non_idiom,non_idiom,non_idiom
6012,I brought roses for her.,0,,,,non_idiom,non_idiom,non_idiom
6013,The ship sailed towards the island across,0,,,,non_idiom,non_idiom,non_idiom
6014,Drizzle wets the leaves,0,,,,non_idiom,non_idiom,non_idiom
6015,I called his name in the crowd,0,,,,non_idiom,non_idiom,non_idiom
6016,The sky in Jakarta was gray and covered with clouds.,0,,,,non_idiom,non_idiom,non_idiom
6017,My grey uniform is worn every day,0,,,,non_idiom,non_idiom,non_idiom
6018,We are all champions,0,,,,non_idiom,non_idiom,non_idiom
6019,Juan goes to school early in the morning,0,,,,non_idiom,non_idiom,non_idiom
6020,Ikal sat on the back bench.,0,,,,non_idiom,non_idiom,non_idiom
6021,His father worked as a tin miner.,0,,,,non_idiom,non_idiom,non_idiom
6022,Minke wrote a report for a Dutch newspaper.,0,,,,non_idiom,non_idiom,non_idiom
6023,Annelies sat on the veranda of the house.,0,,,,non_idiom,non_idiom,non_idiom
6024,Nyai Ontosoroh manages a milk factory,0,,,,non_idiom,non_idiom,non_idiom
6025,Srintil dancing on the village stage,0,,,,non_idiom,non_idiom,non_idiom
6026,Rasus walked through the rice fields.,0,,,,non_idiom,non_idiom,non_idiom
6027,Malin Kundang was cursed to become a stone,0,,,,non_idiom,non_idiom,non_idiom
6028,Sangkuriang kicked the boat upstream,0,,,,non_idiom,non_idiom,non_idiom
6029,Timun Mas ran into the bamboo forest.,0,,,,non_idiom,non_idiom,non_idiom
6030,Jaka Tarub took the angel's shawl.,0,,,,non_idiom,non_idiom,non_idiom
6031,Bandung Bondowoso built a thousand temples,0,,,,non_idiom,non_idiom,non_idiom
6032,Lutung Kasarung turned into a handsome man.,0,,,,non_idiom,non_idiom,non_idiom
6033,Bawang Merah cries in front of the grave.,0,,,,non_idiom,non_idiom,non_idiom
6034,Kabayan went fishing in the rice fields.,0,,,,non_idiom,non_idiom,non_idiom
6035,Cinderella lost her glass slipper.,0,,,,non_idiom,non_idiom,non_idiom
6036,Ande Ande Lumut is looking for a wife in the village.,0,,,,non_idiom,non_idiom,non_idiom
6037,Mouse deer steals cucumbers in the farmer's garden,0,,,,non_idiom,non_idiom,non_idiom
6038,The crocodile catches the mouse deer on the river bank.,0,,,,non_idiom,non_idiom,non_idiom
6039,The proclamation of Indonesian independence occurred in 1945,0,,,,non_idiom,non_idiom,non_idiom
6040,Soekarno read the text of the proclamation in Jakarta,0,,,,non_idiom,non_idiom,non_idiom
6041,Mount Krakatoa erupted in 1883.,0,,,,non_idiom,non_idiom,non_idiom
6042,Lake Toba was formed from a volcanic eruption.,0,,,,non_idiom,non_idiom,non_idiom
6043,The human heart pumps blood throughout the body.,0,,,,non_idiom,non_idiom,non_idiom
6044,Photosynthesis requires chlorophyll and sunlight.,0,,,,non_idiom,non_idiom,non_idiom
6045,The formula for the area of ??a rectangle is length times width.,0,,,,non_idiom,non_idiom,non_idiom
6046,Prime numbers have only two factors.,0,,,,non_idiom,non_idiom,non_idiom
6047,The force of gravity pulls objects towards the center of the earth.,0,,,,non_idiom,non_idiom,non_idiom
6048,Water boils at a temperature of one hundred degrees Celsius.,0,,,,non_idiom,non_idiom,non_idiom
6049,Chemical elements are arranged in the periodic table.,0,,,,non_idiom,non_idiom,non_idiom
6050,Sulfuric acid has the chemical formula H2SO4.,0,,,,non_idiom,non_idiom,non_idiom
6051,Siaga Scouts are seven to ten years old.,0,,,,non_idiom,non_idiom,non_idiom
6052,Morse code uses dots and dashes.,0,,,,non_idiom,non_idiom,non_idiom
6053,Volleyball is played by two teams.,0,,,,non_idiom,non_idiom,non_idiom
6054,A soccer player kicks the ball into the goal.,0,,,,non_idiom,non_idiom,non_idiom
6055,The drama script is read by the actors.,0,,,,non_idiom,non_idiom,non_idiom
6056,Poetry consists of lines and stanzas.,0,,,,non_idiom,non_idiom,non_idiom
6057,Rice is Indonesia's main food crop.,0,,,,non_idiom,non_idiom,non_idiom
6058,Indonesia's exports include palm oil and coal.,0,,,,non_idiom,non_idiom,non_idiom
6059,The President attended the ASEAN Summit in Labuan Bajo.,0,,,,non_idiom,non_idiom,non_idiom
6060,The price of cooking oil has dropped by a thousand rupiah per liter.,0,,,,non_idiom,non_idiom,non_idiom
6061,The Indonesian national team competed against Argentina.,0,,,,non_idiom,non_idiom,non_idiom
6062,An earthquake rocked Cianjur in November.,0,,,,non_idiom,non_idiom,non_idiom
6063,Garuda plane landed at Ngurah Rai Airport.,0,,,,non_idiom,non_idiom,non_idiom
6064,Students demonstrate in front of the DPR building,0,,,,non_idiom,non_idiom,non_idiom
6065,Police arrested the perpetrator of theft at the market.,0,,,,non_idiom,non_idiom,non_idiom
6066,The culinary festival was held at Monas.,0,,,,non_idiom,non_idiom,non_idiom
6067,Mangrove forests are planted on the coast of Jakarta.,0,,,,non_idiom,non_idiom,non_idiom
6068,The COVID-19 vaccine is being injected into the community.,0,,,,non_idiom,non_idiom,non_idiom
6069,Researchers discover new species in Papua.,0,,,,non_idiom,non_idiom,non_idiom
6070,The artist gave birth to her second child.,0,,,,non_idiom,non_idiom,non_idiom
6071,The company's share price rose five percent.,0,,,,non_idiom,non_idiom,non_idiom
6072,The Trans-Java toll road connects from Merak to Banyuwangi.,0,,,,non_idiom,non_idiom,non_idiom
6073,Face-to-face schooling resumes.,0,,,,non_idiom,non_idiom,non_idiom
6074,A pile-up accident occurred on the toll road.,0,,,,non_idiom,non_idiom,non_idiom
6075,Fire destroyed dozens of houses in Jakarta.,0,,,,non_idiom,non_idiom,non_idiom
6076,Floods submerged thousands of houses in Bekasi.,0,,,,non_idiom,non_idiom,non_idiom
6077,Tourist visits to Bali are increasing.,0,,,,non_idiom,non_idiom,non_idiom
6078,The Jakarta-Bandung high-speed train is operational.,0,,,,non_idiom,non_idiom,non_idiom
6079,Heat cooking oil in a frying pan.,0,,,,non_idiom,non_idiom,non_idiom
